Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Risk_Score,Risk_Category,Overall_Satisfaction,Income_Per_Company_Year,Engagement_Index,Automated_HR_Action,Target_ONET_Code,Current_Skills,Skill_Gap,Skill_Match_Pct,Recommendation
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,0.21224265,Low Risk,3.3333333333333335,1328.1666666666667,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Excel, Active Listening, Monitoring","Critical Thinking, Microsoft Outlook",60.0,Start: Critical Thinking
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,0.047752924,Low Risk,3.0,884.6666666666666,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Apache Kafka, Reading Comprehension, Writing, Learning Strategies, Bash, GitHub, Amazon Web Services AWS software, Docker, Ansible software, Active Listening, Apache Hadoop, Critical Thinking, Active Learning, Mathematics, C, Go, Apache Spark","Speaking, Monitoring, Science, C++, Git",77.27,Start: Speaking
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,0.015341388,Low Risk,4.0,2759.1666666666665,3.0,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Microsoft Office software, Microsoft Project, Active Listening, Active Learning, Microsoft Windows, Microsoft Visio, Autodesk AutoCAD, Microsoft PowerPoint, Speaking, Microsoft Excel, Critical Thinking, Reading Comprehension","Monitoring, Writing, Mathematics, Learning Strategies, Autodesk AutoCAD Civil 3D, Autodesk Revit, Microsoft Outlook, Microsoft Word, Oracle Primavera Enterprise Project Portfolio Management",57.14,Start: Monitoring
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,0.29783505,Low Risk,2.0,759.3333333333334,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Writing, Apache Kafka, Amazon Web Services AWS software, Apache Hadoop, Docker, Apache Spark, Speaking, Mathematics, Active Listening, Go, Git, GitHub, C, Monitoring, Bash, Learning Strategies","Active Learning, Reading Comprehension, Critical Thinking, Science, Ansible software, C++",72.73,Start: Active Learning
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,0.082213275,Low Risk,3.3333333333333335,1015.1666666666666,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Monitoring, Microsoft Excel, Critical Thinking","Active Listening, Microsoft Outlook",60.0,Start: Active Listening
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,0.27588966,Low Risk,2.0,652.2,1.0,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Microsoft Project, Learning Strategies, Monitoring, Microsoft Word, Microsoft PowerPoint, Microsoft Visio, Reading Comprehension, Autodesk AutoCAD Civil 3D, Speaking, Active Listening, Active Learning, Writing","Critical Thinking, Mathematics, Autodesk AutoCAD, Autodesk Revit, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Windows, Oracle Primavera Enterprise Project Portfolio Management",57.14,Start: Critical Thinking
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,0.01771639,Low Risk,3.0,437.27272727272725,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Outlook, Active Listening","Critical Thinking, Monitoring, Microsoft Excel",40.0,Start: Critical Thinking
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,0.019070696,Low Risk,4.0,646.1428571428571,4.0,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Google Docs, Reading Comprehension, Adobe Photoshop, Active Listening, Adobe Illustrator, Critical Thinking, Adobe Creative Cloud software, Apple macOS, Microsoft Excel","Speaking, Writing, Monitoring, Microsoft Office software, Microsoft Outlook, Adobe Acrobat, Facebook, Intuit QuickBooks, Kronos Workforce Timekeeper",50.0,Start: Speaking
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,0.9248716,High Risk,1.6666666666666667,533.6666666666666,2.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,41-4012.00,"Active Listening, Adobe InDesign, Autodesk AutoCAD, Monitoring, Apple macOS, Adobe Acrobat, Writing, Speaking, Salesforce software, Critical Thinking, Adobe Illustrator, Active Learning, Reading Comprehension","Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Adobe Creative Cloud software, Adobe Photoshop",68.42,Start: Microsoft Excel
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,0.90740585,High Risk,3.6666666666666665,783.6666666666666,3.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,41-4012.00,"Microsoft Excel, Adobe InDesign, Critical Thinking, Salesforce software, Writing, Adobe Illustrator, Speaking, Microsoft Outlook, Microsoft Office software, Adobe Acrobat, Adobe Photoshop","Active Listening, Reading Comprehension, Active Learning, Monitoring, Microsoft PowerPoint, Adobe Creative Cloud software, Apple macOS, Autodesk AutoCAD",57.89,Start: Active Listening
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,0.26933724,Low Risk,3.6666666666666665,851.0,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Office software, Monitoring, Microsoft Excel, Microsoft Outlook","Reading Comprehension, Critical Thinking, Microsoft PowerPoint, Microsoft Word, SAP software",44.44,Start: Reading Comprehension
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,0.005695766,Low Risk,3.3333333333333335,859.0952380952381,3.0,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Monitoring, Writing, Autodesk AutoCAD Civil 3D, Critical Thinking, Reading Comprehension, Microsoft Windows, Microsoft Outlook, Microsoft PowerPoint, Oracle Primavera Enterprise Project Portfolio Management, Microsoft Visio, Microsoft Project, Autodesk AutoCAD, Active Learning, Autodesk Revit, Microsoft Office software","Active Listening, Speaking, Mathematics, Learning Strategies, Microsoft Excel, Microsoft Word",71.43,Start: Active Listening
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,0.06612374,Low Risk,2.3333333333333335,721.5,2.0,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Git, Apache Kafka, Go, C++, C, Docker, GitHub, Monitoring, Active Listening, Speaking, Apache Spark, Active Learning, Apache Hadoop, Bash","Reading Comprehension, Mathematics, Critical Thinking, Writing, Learning Strategies, Science, Amazon Web Services AWS software, Ansible software",63.64,Start: Reading Comprehension
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,0.0947939,Low Risk,3.3333333333333335,349.5,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Reading Comprehension, Critical Thinking, Microsoft Outlook, SAP software","Monitoring, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Word",44.44,Start: Monitoring
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,0.050036833,Low Risk,2.6666666666666665,1085.0,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Microsoft Excel, Critical Thinking, Microsoft PowerPoint, Writing, Active Listening, Microsoft Office software","Speaking, Monitoring, Reading Comprehension, Active Learning, Learning Strategies, Microsoft Outlook, Microsoft Word",46.15,Start: Speaking
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,0.8034343,High Risk,2.3333333333333335,848.6666666666666,3.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,15-1221.00,"Go, Speaking, Ansible software, Amazon Web Services AWS software, Git, C, C++, Active Learning, Apache Spark, Writing, Learning Strategies, Reading Comprehension, Docker, Mathematics","Critical Thinking, Active Listening, Monitoring, Science, Apache Hadoop, Apache Kafka, Bash, GitHub",63.64,Start: Critical Thinking
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,0.8846806,High Risk,2.6666666666666665,1282.0,3.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4161.00,"Google Docs, Speaking, Oracle PeopleSoft, Microsoft Access, Critical Thinking, Monitoring, Microsoft SharePoint, Active Learning, Microsoft PowerPoint, Applicant tracking software, Microsoft Word, Active Listening","Reading Comprehension, Writing, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Oracle HRIS, Microsoft Visio",63.16,Start: Reading Comprehension
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,0.082641125,Low Risk,2.3333333333333335,841.2,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Writing, Critical Thinking, Microsoft Excel, Microsoft Office software, Active Listening","Speaking, Reading Comprehension",71.43,Start: Speaking
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,0.18955152,Low Risk,2.6666666666666665,7059.0,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Microsoft Visio, Microsoft Office software, Autodesk AutoCAD, Microsoft Project, Microsoft Windows, Microsoft Excel, Writing, Critical Thinking, Learning Strategies, Oracle Primavera Enterprise Project Portfolio Management, Mathematics, Autodesk Revit","Reading Comprehension, Monitoring, Active Listening, Speaking, Active Learning, Autodesk AutoCAD Civil 3D, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word",57.14,Start: Reading Comprehension
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,0.023507942,Low Risk,2.3333333333333335,608.7857142857143,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Reading Comprehension, Microsoft Windows, Microsoft Outlook, Microsoft Excel, Monitoring, Critical Thinking, Microsoft Office software, Autodesk Revit, Autodesk AutoCAD, Mathematics, Microsoft Project","Active Listening, Speaking, Writing, Active Learning, Learning Strategies, Autodesk AutoCAD Civil 3D, Microsoft PowerPoint, Microsoft Visio, Microsoft Word, Oracle Primavera Enterprise Project Portfolio Management",52.38,Start: Active Listening
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,0.030246923,Low Risk,3.3333333333333335,213.66666666666666,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Reading Comprehension, Microsoft Word, Monitoring, Critical Thinking","Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, SAP software",44.44,Start: Microsoft Excel
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,0.11046453,Low Risk,2.6666666666666665,540.3157894736842,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Microsoft Office software, Microsoft Excel, Critical Thinking","Active Listening, Reading Comprehension, Writing",57.14,Start: Active Listening
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,0.05923386,Low Risk,2.6666666666666665,845.0,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Active Listening, Monitoring, Microsoft Excel, Critical Thinking",Microsoft Outlook,80.0,Start: Microsoft Outlook
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,0.037480727,Low Risk,2.3333333333333335,4465.25,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Reading Comprehension, Critical Thinking, Microsoft Outlook, Microsoft PowerPoint, Microsoft Office software, Microsoft Excel, Writing, Active Learning, Monitoring, Active Listening","Speaking, Learning Strategies, Microsoft Word",76.92,Start: Speaking
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,0.119872205,Low Risk,3.3333333333333335,705.0,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Monitoring, Reading Comprehension, Microsoft Office software, Microsoft Excel, Microsoft PowerPoint","Critical Thinking, Microsoft Outlook, Microsoft Word, SAP software",55.56,Start: Critical Thinking
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,0.18315701,Low Risk,3.0,1890.0,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Excel, Monitoring, Microsoft Office software, Microsoft PowerPoint, Critical Thinking","Reading Comprehension, Microsoft Outlook, Microsoft Word, SAP software",55.56,Start: Reading Comprehension
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,0.009798541,Low Risk,3.3333333333333335,346.0,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Apache Hadoop, Git, C++, Science, Apache Kafka, Mathematics, Amazon Web Services AWS software, Learning Strategies, Active Learning, C, Monitoring","Reading Comprehension, Critical Thinking, Active Listening, Writing, Speaking, Ansible software, Apache Spark, Bash, Docker, GitHub, Go",50.0,Start: Reading Comprehension
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,0.07141974,Low Risk,3.3333333333333335,2267.75,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Active Listening, Critical Thinking, Writing, Microsoft Office software","Speaking, Reading Comprehension, Microsoft Excel",57.14,Start: Speaking
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,0.055668097,Low Risk,3.0,760.5714285714286,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Monitoring, Microsoft Excel, Active Listening, Critical Thinking",Microsoft Outlook,80.0,Start: Microsoft Outlook
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,0.8512864,High Risk,3.0,1701.25,3.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,47-1011.03,"Mathematics, Learning Strategies, Microsoft Excel, Active Listening, Microsoft Office software, Microsoft Project, Active Learning, Speaking, Monitoring, Microsoft Windows","Reading Comprehension, Critical Thinking, Writing, Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk Revit, Microsoft Outlook, Microsoft PowerPoint, Microsoft Visio, Microsoft Word, Oracle Primavera Enterprise Project Portfolio Management",47.62,Start: Reading Comprehension
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,0.87072325,High Risk,2.0,681.6,2.6666666666666665,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9083.00,"Microsoft Outlook, Critical Thinking, Monitoring, Microsoft Excel, Reading Comprehension","Microsoft Office software, Microsoft PowerPoint, Microsoft Word, SAP software",55.56,Start: Microsoft Office software
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,0.26429322,Low Risk,2.3333333333333335,745.75,3.0,LOW RISK: Continue standard career development and engagement tracking.,41-4012.00,"Active Listening, Monitoring, Apple macOS, Adobe Acrobat, Microsoft PowerPoint, Reading Comprehension, Microsoft Outlook, Microsoft Excel, Writing, Salesforce software","Speaking, Critical Thinking, Active Learning, Microsoft Office software, Adobe Creative Cloud software, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Autodesk AutoCAD",52.63,Start: Speaking
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,0.2272671,Low Risk,3.3333333333333335,848.0,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Reading Comprehension, Writing, Intuit QuickBooks, Google Docs, Monitoring, Adobe Illustrator, Adobe Creative Cloud software, Microsoft Office software, Facebook","Active Listening, Speaking, Critical Thinking, Microsoft Excel, Microsoft Outlook, Adobe Acrobat, Adobe Photoshop, Apple macOS, Kronos Workforce Timekeeper",50.0,Start: Active Listening
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,0.93653804,High Risk,1.6666666666666667,4912.0,2.3333333333333335,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4051.00,"Speaking, Adobe Acrobat, Active Listening, Microsoft Excel, Adobe Creative Cloud software, Monitoring, Writing, Critical Thinking, Adobe Illustrator, Google Docs, Intuit QuickBooks","Reading Comprehension, Microsoft Office software, Microsoft Outlook, Adobe Photoshop, Apple macOS, Facebook, Kronos Workforce Timekeeper",61.11,Start: Reading Comprehension
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,0.8329397,High Risk,2.0,2487.5,2.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4161.00,"Microsoft PowerPoint, Microsoft Visio, Microsoft Access, Critical Thinking, Microsoft Excel, Microsoft Outlook, Writing, Active Learning, Monitoring, Applicant tracking software","Reading Comprehension, Active Listening, Speaking, Microsoft Office software, Microsoft Word, Oracle HRIS, Google Docs, Microsoft SharePoint, Oracle PeopleSoft",52.63,Start: Reading Comprehension
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,0.13146879,Low Risk,3.0,697.6666666666666,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Word, Microsoft Office software, Monitoring, Microsoft PowerPoint, Critical Thinking, Microsoft Excel","Reading Comprehension, Microsoft Outlook, SAP software",66.67,Start: Reading Comprehension
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,0.17362267,Low Risk,3.3333333333333335,907.2727272727273,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Writing, Microsoft Office software, Microsoft Excel, Reading Comprehension, Speaking","Active Listening, Critical Thinking",71.43,Start: Active Listening
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,0.84347653,High Risk,3.0,1298.0,3.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9083.00,"Reading Comprehension, Critical Thinking, Microsoft PowerPoint, Microsoft Word, Microsoft Office software, Monitoring, SAP software","Microsoft Excel, Microsoft Outlook",77.78,Start: Microsoft Excel
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,0.08753066,Low Risk,2.3333333333333335,405.1,3.0,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Excel, Reading Comprehension, Active Listening, Microsoft Office software","Speaking, Critical Thinking, Writing",57.14,Start: Speaking
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,0.13211407,Low Risk,2.3333333333333335,1530.4545454545455,2.0,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Monitoring, Autodesk AutoCAD, Microsoft Office software, Microsoft Project, Microsoft Visio, Critical Thinking, Reading Comprehension, Autodesk Revit, Writing, Active Listening, Autodesk AutoCAD Civil 3D, Active Learning, Microsoft Windows, Microsoft Outlook","Speaking, Mathematics, Learning Strategies, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Oracle Primavera Enterprise Project Portfolio Management",66.67,Start: Speaking
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,0.08689833,Low Risk,4.0,415.3333333333333,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Office software, Critical Thinking, Microsoft Excel, Speaking, Reading Comprehension","Active Listening, Writing",71.43,Start: Active Listening
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,0.23156556,Low Risk,2.6666666666666665,393.0833333333333,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Microsoft Office software, Microsoft Excel, Reading Comprehension, Writing","Active Listening, Critical Thinking",71.43,Start: Active Listening
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,0.03492326,Low Risk,2.6666666666666665,630.3333333333334,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Active Listening, Microsoft Excel, Microsoft Outlook","Critical Thinking, Monitoring",60.0,Start: Critical Thinking
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,0.2597686,Low Risk,2.3333333333333335,417.22222222222223,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Reading Comprehension, Microsoft Word, SAP software, Microsoft PowerPoint, Microsoft Outlook, Microsoft Excel, Microsoft Office software","Critical Thinking, Monitoring",77.78,Start: Critical Thinking
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,0.31163317,Low Risk,3.0,940.2857142857143,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Microsoft Excel, Microsoft Office software, Reading Comprehension, Writing","Active Listening, Critical Thinking",71.43,Start: Active Listening
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,0.32479945,Low Risk,3.0,673.2727272727273,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Critical Thinking, Microsoft Outlook, Monitoring","Active Listening, Microsoft Excel",60.0,Start: Active Listening
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,0.054654587,Low Risk,2.6666666666666665,533.8888888888889,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Office software, Microsoft Excel, Speaking, Writing, Reading Comprehension, Active Listening",Critical Thinking,85.71,Start: Critical Thinking
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,0.9211235,High Risk,2.3333333333333335,342.625,2.3333333333333335,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4161.00,"Google Docs, Active Learning, Microsoft Office software, Critical Thinking, Microsoft Visio, Microsoft SharePoint, Writing, Microsoft Excel, Reading Comprehension, Active Listening, Microsoft Outlook, Applicant tracking software, Speaking, Microsoft Access, Monitoring","Microsoft PowerPoint, Microsoft Word, Oracle HRIS, Oracle PeopleSoft",78.95,Start: Microsoft PowerPoint
