EmployeeID,TargetRoleONET,CurrentSkill
451,43-4051.00,Intuit QuickBooks
451,43-4051.00,Microsoft Outlook
451,43-4051.00,Reading Comprehension
451,43-4051.00,Apple macOS
451,43-4051.00,Active Listening
451,43-4051.00,Facebook
451,43-4051.00,Adobe Creative Cloud software
451,43-4051.00,Microsoft Excel
451,43-4051.00,Adobe Photoshop
452,15-1221.00,Amazon Web Services AWS software
452,15-1221.00,Active Listening
452,15-1221.00,Active Learning
452,15-1221.00,Science
452,15-1221.00,Git
452,15-1221.00,Monitoring
452,15-1221.00,Learning Strategies
452,15-1221.00,Apache Hadoop
452,15-1221.00,Mathematics
452,15-1221.00,Critical Thinking
452,15-1221.00,Apache Kafka
452,15-1221.00,Writing
452,15-1221.00,Go
452,15-1221.00,C++
452,15-1221.00,Speaking
452,15-1221.00,Reading Comprehension
453,53-3031.00,Reading Comprehension
453,53-3031.00,Speaking
453,53-3031.00,Active Listening
453,53-3031.00,Microsoft Office software
453,53-3031.00,Critical Thinking
454,51-9083.00,SAP software
454,51-9083.00,Critical Thinking
454,51-9083.00,Microsoft Excel
454,51-9083.00,Microsoft Office software
454,51-9083.00,Microsoft Word
454,51-9083.00,Microsoft PowerPoint
455,51-9083.00,SAP software
455,51-9083.00,Reading Comprehension
455,51-9083.00,Critical Thinking
455,51-9083.00,Monitoring
455,51-9083.00,Microsoft Office software
455,51-9083.00,Microsoft Word
455,51-9083.00,Microsoft PowerPoint
456,53-3031.00,Writing
456,53-3031.00,Active Listening
456,53-3031.00,Microsoft Excel
456,53-3031.00,Microsoft Office software
458,53-3031.00,Speaking
458,53-3031.00,Microsoft Office software
458,53-3031.00,Critical Thinking
458,53-3031.00,Reading Comprehension
460,51-9195.05,Active Listening
460,51-9195.05,Microsoft Outlook
460,51-9195.05,Monitoring
461,27-2041.00,Critical Thinking
461,27-2041.00,Microsoft Excel
461,27-2041.00,Monitoring
461,27-2041.00,Microsoft Office software
461,27-2041.00,Reading Comprehension
461,27-2041.00,Microsoft Outlook
461,27-2041.00,Writing
461,27-2041.00,Active Learning
461,27-2041.00,Active Listening
462,51-9195.05,Microsoft Excel
462,51-9195.05,Active Listening
462,51-9195.05,Critical Thinking
463,53-3031.00,Critical Thinking
463,53-3031.00,Reading Comprehension
463,53-3031.00,Active Listening
464,51-9195.05,Monitoring
464,51-9195.05,Active Listening
464,51-9195.05,Microsoft Excel
464,51-9195.05,Critical Thinking
465,15-1221.00,Active Learning
465,15-1221.00,Docker
465,15-1221.00,C++
465,15-1221.00,Writing
465,15-1221.00,Reading Comprehension
465,15-1221.00,Active Listening
465,15-1221.00,Ansible software
465,15-1221.00,Bash
465,15-1221.00,Apache Spark
465,15-1221.00,Amazon Web Services AWS software
466,51-9195.05,Active Listening
466,51-9195.05,Critical Thinking
466,51-9195.05,Monitoring
467,41-4012.00,Active Learning
467,41-4012.00,Writing
467,41-4012.00,Monitoring
467,41-4012.00,Autodesk AutoCAD
467,41-4012.00,Microsoft Office software
467,41-4012.00,Reading Comprehension
467,41-4012.00,Speaking
467,41-4012.00,Active Listening
467,41-4012.00,Adobe Illustrator
468,27-2041.00,Microsoft Word
468,27-2041.00,Learning Strategies
468,27-2041.00,Microsoft Outlook
468,27-2041.00,Speaking
468,27-2041.00,Microsoft PowerPoint
468,27-2041.00,Monitoring
468,27-2041.00,Critical Thinking
468,27-2041.00,Active Learning
468,27-2041.00,Microsoft Office software
468,27-2041.00,Reading Comprehension
468,27-2041.00,Writing
469,53-3031.00,Microsoft Excel
469,53-3031.00,Writing
469,53-3031.00,Microsoft Office software
469,53-3031.00,Critical Thinking
470,43-4161.00,Speaking
470,43-4161.00,Reading Comprehension
470,43-4161.00,Writing
470,43-4161.00,Microsoft Excel
470,43-4161.00,Active Listening
470,43-4161.00,Oracle PeopleSoft
470,43-4161.00,Microsoft Office software
470,43-4161.00,Applicant tracking software
470,43-4161.00,Microsoft SharePoint
471,51-9083.00,Monitoring
471,51-9083.00,SAP software
471,51-9083.00,Microsoft PowerPoint
471,51-9083.00,Critical Thinking
471,51-9083.00,Microsoft Outlook
473,47-1011.03,Active Learning
473,47-1011.03,Microsoft Office software
473,47-1011.03,Mathematics
473,47-1011.03,Learning Strategies
473,47-1011.03,Autodesk AutoCAD
473,47-1011.03,Microsoft Visio
473,47-1011.03,Microsoft Word
473,47-1011.03,Active Listening
473,47-1011.03,Monitoring
473,47-1011.03,Autodesk Revit
473,47-1011.03,Autodesk AutoCAD Civil 3D
473,47-1011.03,Microsoft Excel
473,47-1011.03,Writing
473,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
474,15-1221.00,Apache Hadoop
474,15-1221.00,Reading Comprehension
474,15-1221.00,Amazon Web Services AWS software
474,15-1221.00,C++
474,15-1221.00,Git
474,15-1221.00,Active Listening
474,15-1221.00,GitHub
474,15-1221.00,Go
474,15-1221.00,Bash
474,15-1221.00,Apache Spark
474,15-1221.00,Ansible software
474,15-1221.00,Apache Kafka
474,15-1221.00,Writing
474,15-1221.00,Speaking
474,15-1221.00,Active Learning
475,53-3031.00,Writing
475,53-3031.00,Microsoft Office software
475,53-3031.00,Microsoft Excel
475,53-3031.00,Speaking
476,53-3031.00,Active Listening
476,53-3031.00,Microsoft Office software
476,53-3031.00,Speaking
477,43-4051.00,Microsoft Outlook
477,43-4051.00,Kronos Workforce Timekeeper
477,43-4051.00,Google Docs
477,43-4051.00,Microsoft Office software
477,43-4051.00,Intuit QuickBooks
477,43-4051.00,Adobe Creative Cloud software
477,43-4051.00,Speaking
477,43-4051.00,Adobe Photoshop
477,43-4051.00,Adobe Acrobat
478,41-4012.00,Reading Comprehension
478,41-4012.00,Adobe Illustrator
478,41-4012.00,Critical Thinking
478,41-4012.00,Autodesk AutoCAD
478,41-4012.00,Active Learning
478,41-4012.00,Adobe Creative Cloud software
478,41-4012.00,Active Listening
478,41-4012.00,Salesforce software
478,41-4012.00,Microsoft Outlook
478,41-4012.00,Adobe Photoshop
478,41-4012.00,Microsoft PowerPoint
479,53-3031.00,Speaking
479,53-3031.00,Writing
479,53-3031.00,Microsoft Excel
479,53-3031.00,Active Listening
479,53-3031.00,Critical Thinking
479,53-3031.00,Reading Comprehension
481,53-3031.00,Microsoft Office software
481,53-3031.00,Speaking
481,53-3031.00,Critical Thinking
481,53-3031.00,Microsoft Excel
481,53-3031.00,Writing
481,53-3031.00,Reading Comprehension
482,43-4051.00,Microsoft Outlook
482,43-4051.00,Monitoring
482,43-4051.00,Apple macOS
482,43-4051.00,Google Docs
482,43-4051.00,Microsoft Excel
482,43-4051.00,Facebook
482,43-4051.00,Adobe Creative Cloud software
482,43-4051.00,Adobe Illustrator
482,43-4051.00,Critical Thinking
483,51-9083.00,Critical Thinking
483,51-9083.00,Reading Comprehension
483,51-9083.00,Monitoring
483,51-9083.00,SAP software
483,51-9083.00,Microsoft Excel
484,41-4012.00,Salesforce software
484,41-4012.00,Autodesk AutoCAD
484,41-4012.00,Critical Thinking
484,41-4012.00,Adobe InDesign
484,41-4012.00,Microsoft Outlook
484,41-4012.00,Speaking
484,41-4012.00,Apple macOS
484,41-4012.00,Monitoring
484,41-4012.00,Writing
484,41-4012.00,Active Learning
484,41-4012.00,Microsoft Excel
484,41-4012.00,Reading Comprehension
484,41-4012.00,Microsoft Office software
484,41-4012.00,Adobe Acrobat
485,41-4012.00,Autodesk AutoCAD
485,41-4012.00,Adobe Photoshop
485,41-4012.00,Adobe Illustrator
485,41-4012.00,Microsoft Outlook
485,41-4012.00,Active Listening
485,41-4012.00,Writing
485,41-4012.00,Microsoft Office software
485,41-4012.00,Salesforce software
485,41-4012.00,Monitoring
485,41-4012.00,Active Learning
486,51-9083.00,Microsoft Office software
486,51-9083.00,Monitoring
486,51-9083.00,Critical Thinking
486,51-9083.00,Microsoft Excel
486,51-9083.00,Microsoft Word
486,51-9083.00,SAP software
487,51-9195.05,Microsoft Excel
487,51-9195.05,Active Listening
487,51-9195.05,Critical Thinking
488,53-3031.00,Speaking
488,53-3031.00,Writing
488,53-3031.00,Microsoft Office software
491,43-4051.00,Intuit QuickBooks
491,43-4051.00,Adobe Creative Cloud software
491,43-4051.00,Microsoft Outlook
491,43-4051.00,Speaking
491,43-4051.00,Active Listening
491,43-4051.00,Adobe Photoshop
491,43-4051.00,Google Docs
491,43-4051.00,Adobe Acrobat
491,43-4051.00,Microsoft Excel
492,53-3031.00,Microsoft Office software
492,53-3031.00,Writing
492,53-3031.00,Reading Comprehension
492,53-3031.00,Microsoft Excel
492,53-3031.00,Speaking
493,15-1221.00,C++
493,15-1221.00,Speaking
493,15-1221.00,Critical Thinking
493,15-1221.00,Apache Spark
493,15-1221.00,Writing
493,15-1221.00,Amazon Web Services AWS software
493,15-1221.00,Reading Comprehension
493,15-1221.00,Go
493,15-1221.00,Active Learning
493,15-1221.00,GitHub
493,15-1221.00,Learning Strategies
493,15-1221.00,Docker
493,15-1221.00,Ansible software
493,15-1221.00,Git
494,41-4012.00,Monitoring
494,41-4012.00,Adobe Acrobat
494,41-4012.00,Microsoft Outlook
494,41-4012.00,Critical Thinking
494,41-4012.00,Microsoft PowerPoint
494,41-4012.00,Microsoft Office software
494,41-4012.00,Adobe Photoshop
494,41-4012.00,Apple macOS
494,41-4012.00,Adobe Creative Cloud software
495,15-1221.00,Apache Spark
495,15-1221.00,C
495,15-1221.00,Science
495,15-1221.00,Learning Strategies
495,15-1221.00,Apache Hadoop
495,15-1221.00,Go
495,15-1221.00,Writing
495,15-1221.00,Critical Thinking
495,15-1221.00,Git
495,15-1221.00,C++
495,15-1221.00,Active Listening
495,15-1221.00,Active Learning
495,15-1221.00,GitHub
496,43-4051.00,Microsoft Outlook
496,43-4051.00,Adobe Acrobat
496,43-4051.00,Apple macOS
496,43-4051.00,Writing
496,43-4051.00,Adobe Creative Cloud software
496,43-4051.00,Critical Thinking
496,43-4051.00,Microsoft Office software
496,43-4051.00,Kronos Workforce Timekeeper
496,43-4051.00,Adobe Illustrator
496,43-4051.00,Facebook
496,43-4051.00,Intuit QuickBooks
496,43-4051.00,Active Listening
496,43-4051.00,Adobe Photoshop
496,43-4051.00,Monitoring
497,51-9083.00,Microsoft Word
497,51-9083.00,Reading Comprehension
497,51-9083.00,Microsoft Office software
497,51-9083.00,Microsoft PowerPoint
497,51-9083.00,Monitoring
497,51-9083.00,Microsoft Excel
497,51-9083.00,Microsoft Outlook
498,53-3031.00,Reading Comprehension
498,53-3031.00,Microsoft Excel
498,53-3031.00,Microsoft Office software
498,53-3031.00,Critical Thinking
499,43-4051.00,Adobe Creative Cloud software
499,43-4051.00,Writing
499,43-4051.00,Google Docs
499,43-4051.00,Critical Thinking
499,43-4051.00,Speaking
499,43-4051.00,Microsoft Outlook
499,43-4051.00,Facebook
499,43-4051.00,Adobe Acrobat
499,43-4051.00,Monitoring
499,43-4051.00,Intuit QuickBooks
499,43-4051.00,Microsoft Excel
499,43-4051.00,Adobe Photoshop
499,43-4051.00,Kronos Workforce Timekeeper
499,43-4051.00,Reading Comprehension
500,53-3031.00,Writing
500,53-3031.00,Reading Comprehension
500,53-3031.00,Critical Thinking
500,53-3031.00,Active Listening
500,53-3031.00,Microsoft Excel
501,15-1221.00,GitHub
501,15-1221.00,Science
501,15-1221.00,Git
501,15-1221.00,Apache Hadoop
501,15-1221.00,Speaking
501,15-1221.00,Monitoring
501,15-1221.00,Critical Thinking
501,15-1221.00,Active Learning
501,15-1221.00,Go
501,15-1221.00,Apache Spark
501,15-1221.00,Active Listening
501,15-1221.00,Ansible software
501,15-1221.00,Bash
501,15-1221.00,Apache Kafka
501,15-1221.00,Writing
501,15-1221.00,C++
502,53-3031.00,Critical Thinking
502,53-3031.00,Speaking
502,53-3031.00,Active Listening
502,53-3031.00,Microsoft Excel
502,53-3031.00,Writing
502,53-3031.00,Microsoft Office software
505,47-1011.03,Writing
505,47-1011.03,Microsoft PowerPoint
505,47-1011.03,Active Learning
505,47-1011.03,Learning Strategies
505,47-1011.03,Monitoring
505,47-1011.03,Microsoft Word
505,47-1011.03,Mathematics
505,47-1011.03,Autodesk Revit
505,47-1011.03,Microsoft Office software
505,47-1011.03,Speaking
505,47-1011.03,Microsoft Excel
505,47-1011.03,Active Listening
505,47-1011.03,Microsoft Visio
505,47-1011.03,Microsoft Project
505,47-1011.03,Autodesk AutoCAD
505,47-1011.03,Critical Thinking
507,53-3031.00,Active Listening
507,53-3031.00,Reading Comprehension
507,53-3031.00,Microsoft Excel
507,53-3031.00,Microsoft Office software
507,53-3031.00,Speaking
508,41-4012.00,Microsoft Office software
508,41-4012.00,Speaking
508,41-4012.00,Monitoring
508,41-4012.00,Adobe Creative Cloud software
508,41-4012.00,Apple macOS
508,41-4012.00,Microsoft Outlook
508,41-4012.00,Adobe InDesign
508,41-4012.00,Adobe Acrobat
508,41-4012.00,Reading Comprehension
508,41-4012.00,Adobe Illustrator
508,41-4012.00,Autodesk AutoCAD
508,41-4012.00,Writing
508,41-4012.00,Microsoft Excel
510,15-1221.00,Amazon Web Services AWS software
510,15-1221.00,Speaking
510,15-1221.00,Apache Hadoop
510,15-1221.00,GitHub
510,15-1221.00,Learning Strategies
510,15-1221.00,C
510,15-1221.00,Science
510,15-1221.00,Bash
510,15-1221.00,Docker
510,15-1221.00,Active Learning
510,15-1221.00,Apache Spark
510,15-1221.00,Ansible software
511,15-1221.00,GitHub
511,15-1221.00,Docker
511,15-1221.00,Active Listening
511,15-1221.00,Ansible software
511,15-1221.00,Monitoring
511,15-1221.00,C++
511,15-1221.00,Apache Kafka
511,15-1221.00,Science
511,15-1221.00,Mathematics
511,15-1221.00,C
511,15-1221.00,Writing
511,15-1221.00,Speaking
511,15-1221.00,Bash
511,15-1221.00,Critical Thinking
513,53-3031.00,Speaking
513,53-3031.00,Reading Comprehension
513,53-3031.00,Critical Thinking
513,53-3031.00,Writing
513,53-3031.00,Microsoft Office software
514,15-1221.00,Active Listening
514,15-1221.00,Go
514,15-1221.00,C++
514,15-1221.00,Apache Hadoop
514,15-1221.00,Monitoring
514,15-1221.00,Speaking
514,15-1221.00,Learning Strategies
514,15-1221.00,Active Learning
514,15-1221.00,Bash
514,15-1221.00,Writing
514,15-1221.00,Reading Comprehension
514,15-1221.00,Science
514,15-1221.00,Apache Spark
514,15-1221.00,Critical Thinking
515,51-9083.00,Microsoft PowerPoint
515,51-9083.00,Microsoft Excel
515,51-9083.00,Reading Comprehension
515,51-9083.00,Critical Thinking
515,51-9083.00,SAP software
516,53-3031.00,Microsoft Office software
516,53-3031.00,Speaking
516,53-3031.00,Reading Comprehension
516,53-3031.00,Active Listening
517,51-9083.00,Microsoft Excel
517,51-9083.00,Monitoring
517,51-9083.00,SAP software
517,51-9083.00,Reading Comprehension
517,51-9083.00,Microsoft Word
518,51-9195.05,Microsoft Outlook
518,51-9195.05,Microsoft Excel
518,51-9195.05,Active Listening
520,27-2041.00,Active Learning
520,27-2041.00,Critical Thinking
520,27-2041.00,Microsoft Word
520,27-2041.00,Microsoft Excel
520,27-2041.00,Monitoring
520,27-2041.00,Writing
520,27-2041.00,Microsoft PowerPoint
520,27-2041.00,Reading Comprehension
520,27-2041.00,Microsoft Office software
521,51-9083.00,Microsoft Outlook
521,51-9083.00,Critical Thinking
521,51-9083.00,Microsoft Office software
521,51-9083.00,Microsoft Word
522,27-2041.00,Active Learning
522,27-2041.00,Microsoft Outlook
522,27-2041.00,Monitoring
522,27-2041.00,Microsoft Office software
522,27-2041.00,Critical Thinking
522,27-2041.00,Microsoft Word
522,27-2041.00,Active Listening
522,27-2041.00,Speaking
522,27-2041.00,Microsoft Excel
523,53-3031.00,Writing
523,53-3031.00,Microsoft Excel
523,53-3031.00,Active Listening
524,51-9195.05,Critical Thinking
524,51-9195.05,Microsoft Excel
524,51-9195.05,Monitoring
525,51-9083.00,SAP software
525,51-9083.00,Critical Thinking
525,51-9083.00,Monitoring
525,51-9083.00,Microsoft Outlook
525,51-9083.00,Microsoft Office software
526,43-4051.00,Microsoft Office software
526,43-4051.00,Adobe Illustrator
526,43-4051.00,Microsoft Outlook
526,43-4051.00,Active Listening
526,43-4051.00,Intuit QuickBooks
526,43-4051.00,Writing
526,43-4051.00,Reading Comprehension
526,43-4051.00,Adobe Photoshop
526,43-4051.00,Kronos Workforce Timekeeper
527,53-3031.00,Active Listening
527,53-3031.00,Microsoft Office software
527,53-3031.00,Speaking
527,53-3031.00,Writing
529,15-1221.00,Active Learning
529,15-1221.00,Ansible software
529,15-1221.00,Speaking
529,15-1221.00,Monitoring
529,15-1221.00,Apache Spark
529,15-1221.00,Go
529,15-1221.00,Writing
529,15-1221.00,C
529,15-1221.00,Learning Strategies
529,15-1221.00,C++
529,15-1221.00,GitHub
529,15-1221.00,Critical Thinking
529,15-1221.00,Apache Kafka
530,51-9083.00,Monitoring
530,51-9083.00,Reading Comprehension
530,51-9083.00,Microsoft Excel
530,51-9083.00,Microsoft Word
530,51-9083.00,Microsoft Office software
531,47-1011.03,Reading Comprehension
531,47-1011.03,Active Listening
531,47-1011.03,Autodesk Revit
531,47-1011.03,Microsoft Word
531,47-1011.03,Monitoring
531,47-1011.03,Microsoft Office software
531,47-1011.03,Writing
531,47-1011.03,Critical Thinking
531,47-1011.03,Microsoft Windows
531,47-1011.03,Learning Strategies
531,47-1011.03,Active Learning
531,47-1011.03,Microsoft PowerPoint
531,47-1011.03,Mathematics
532,53-3031.00,Active Listening
532,53-3031.00,Microsoft Office software
532,53-3031.00,Speaking
532,53-3031.00,Critical Thinking
532,53-3031.00,Microsoft Excel
533,53-3031.00,Microsoft Office software
533,53-3031.00,Writing
533,53-3031.00,Microsoft Excel
533,53-3031.00,Reading Comprehension
534,53-3031.00,Critical Thinking
534,53-3031.00,Microsoft Excel
534,53-3031.00,Microsoft Office software
534,53-3031.00,Writing
534,53-3031.00,Reading Comprehension
536,51-9083.00,SAP software
536,51-9083.00,Microsoft Excel
536,51-9083.00,Microsoft Outlook
536,51-9083.00,Microsoft PowerPoint
536,51-9083.00,Reading Comprehension
536,51-9083.00,Critical Thinking
536,51-9083.00,Microsoft Office software
538,51-9083.00,Critical Thinking
538,51-9083.00,Microsoft Office software
538,51-9083.00,Microsoft Word
538,51-9083.00,Microsoft Outlook
538,51-9083.00,Reading Comprehension
538,51-9083.00,Microsoft PowerPoint
538,51-9083.00,Monitoring
538,51-9083.00,SAP software
543,51-9195.05,Microsoft Excel
543,51-9195.05,Active Listening
543,51-9195.05,Monitoring
544,15-1221.00,Apache Kafka
544,15-1221.00,Reading Comprehension
544,15-1221.00,Writing
544,15-1221.00,Learning Strategies
544,15-1221.00,Bash
544,15-1221.00,GitHub
544,15-1221.00,Amazon Web Services AWS software
544,15-1221.00,Docker
544,15-1221.00,Ansible software
544,15-1221.00,Active Listening
544,15-1221.00,Apache Hadoop
544,15-1221.00,Critical Thinking
544,15-1221.00,Active Learning
544,15-1221.00,Mathematics
544,15-1221.00,C
544,15-1221.00,Go
544,15-1221.00,Apache Spark
546,47-1011.03,Microsoft Office software
546,47-1011.03,Microsoft Project
546,47-1011.03,Active Listening
546,47-1011.03,Active Learning
546,47-1011.03,Microsoft Windows
546,47-1011.03,Microsoft Visio
546,47-1011.03,Autodesk AutoCAD
546,47-1011.03,Microsoft PowerPoint
546,47-1011.03,Speaking
546,47-1011.03,Microsoft Excel
546,47-1011.03,Critical Thinking
546,47-1011.03,Reading Comprehension
547,15-1221.00,Writing
547,15-1221.00,Apache Kafka
547,15-1221.00,Amazon Web Services AWS software
547,15-1221.00,Apache Hadoop
547,15-1221.00,Docker
547,15-1221.00,Apache Spark
547,15-1221.00,Speaking
547,15-1221.00,Mathematics
547,15-1221.00,Active Listening
547,15-1221.00,Go
547,15-1221.00,Git
547,15-1221.00,GitHub
547,15-1221.00,C
547,15-1221.00,Monitoring
547,15-1221.00,Bash
547,15-1221.00,Learning Strategies
548,51-9195.05,Monitoring
548,51-9195.05,Microsoft Excel
548,51-9195.05,Critical Thinking
549,47-1011.03,Microsoft Project
549,47-1011.03,Learning Strategies
549,47-1011.03,Monitoring
549,47-1011.03,Microsoft Word
549,47-1011.03,Microsoft PowerPoint
549,47-1011.03,Microsoft Visio
549,47-1011.03,Reading Comprehension
549,47-1011.03,Autodesk AutoCAD Civil 3D
549,47-1011.03,Speaking
549,47-1011.03,Active Listening
549,47-1011.03,Active Learning
549,47-1011.03,Writing
550,51-9195.05,Microsoft Outlook
550,51-9195.05,Active Listening
551,43-4051.00,Google Docs
551,43-4051.00,Reading Comprehension
551,43-4051.00,Adobe Photoshop
551,43-4051.00,Active Listening
551,43-4051.00,Adobe Illustrator
551,43-4051.00,Critical Thinking
551,43-4051.00,Adobe Creative Cloud software
551,43-4051.00,Apple macOS
551,43-4051.00,Microsoft Excel
554,41-4012.00,Active Listening
554,41-4012.00,Adobe InDesign
554,41-4012.00,Autodesk AutoCAD
554,41-4012.00,Monitoring
554,41-4012.00,Apple macOS
554,41-4012.00,Adobe Acrobat
554,41-4012.00,Writing
554,41-4012.00,Speaking
554,41-4012.00,Salesforce software
554,41-4012.00,Critical Thinking
554,41-4012.00,Adobe Illustrator
554,41-4012.00,Active Learning
554,41-4012.00,Reading Comprehension
555,41-4012.00,Microsoft Excel
555,41-4012.00,Adobe InDesign
555,41-4012.00,Critical Thinking
555,41-4012.00,Salesforce software
555,41-4012.00,Writing
555,41-4012.00,Adobe Illustrator
555,41-4012.00,Speaking
555,41-4012.00,Microsoft Outlook
555,41-4012.00,Microsoft Office software
555,41-4012.00,Adobe Acrobat
555,41-4012.00,Adobe Photoshop
556,51-9083.00,Microsoft Office software
556,51-9083.00,Monitoring
556,51-9083.00,Microsoft Excel
556,51-9083.00,Microsoft Outlook
558,47-1011.03,Monitoring
558,47-1011.03,Writing
558,47-1011.03,Autodesk AutoCAD Civil 3D
558,47-1011.03,Critical Thinking
558,47-1011.03,Reading Comprehension
558,47-1011.03,Microsoft Windows
558,47-1011.03,Microsoft Outlook
558,47-1011.03,Microsoft PowerPoint
558,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
558,47-1011.03,Microsoft Visio
558,47-1011.03,Microsoft Project
558,47-1011.03,Autodesk AutoCAD
558,47-1011.03,Active Learning
558,47-1011.03,Autodesk Revit
558,47-1011.03,Microsoft Office software
560,15-1221.00,Git
560,15-1221.00,Apache Kafka
560,15-1221.00,Go
560,15-1221.00,C++
560,15-1221.00,C
560,15-1221.00,Docker
560,15-1221.00,GitHub
560,15-1221.00,Monitoring
560,15-1221.00,Active Listening
560,15-1221.00,Speaking
560,15-1221.00,Apache Spark
560,15-1221.00,Active Learning
560,15-1221.00,Apache Hadoop
560,15-1221.00,Bash
562,51-9083.00,Reading Comprehension
562,51-9083.00,Critical Thinking
562,51-9083.00,Microsoft Outlook
562,51-9083.00,SAP software
564,27-2041.00,Microsoft Excel
564,27-2041.00,Critical Thinking
564,27-2041.00,Microsoft PowerPoint
564,27-2041.00,Writing
564,27-2041.00,Active Listening
564,27-2041.00,Microsoft Office software
565,15-1221.00,Go
565,15-1221.00,Speaking
565,15-1221.00,Ansible software
565,15-1221.00,Amazon Web Services AWS software
565,15-1221.00,Git
565,15-1221.00,C
565,15-1221.00,C++
565,15-1221.00,Active Learning
565,15-1221.00,Apache Spark
565,15-1221.00,Writing
565,15-1221.00,Learning Strategies
565,15-1221.00,Reading Comprehension
565,15-1221.00,Docker
565,15-1221.00,Mathematics
566,43-4161.00,Google Docs
566,43-4161.00,Speaking
566,43-4161.00,Oracle PeopleSoft
566,43-4161.00,Microsoft Access
566,43-4161.00,Critical Thinking
566,43-4161.00,Monitoring
566,43-4161.00,Microsoft SharePoint
566,43-4161.00,Active Learning
566,43-4161.00,Microsoft PowerPoint
566,43-4161.00,Applicant tracking software
566,43-4161.00,Microsoft Word
566,43-4161.00,Active Listening
567,53-3031.00,Writing
567,53-3031.00,Critical Thinking
567,53-3031.00,Microsoft Excel
567,53-3031.00,Microsoft Office software
567,53-3031.00,Active Listening
568,47-1011.03,Microsoft Visio
568,47-1011.03,Microsoft Office software
568,47-1011.03,Autodesk AutoCAD
568,47-1011.03,Microsoft Project
568,47-1011.03,Microsoft Windows
568,47-1011.03,Microsoft Excel
568,47-1011.03,Writing
568,47-1011.03,Critical Thinking
568,47-1011.03,Learning Strategies
568,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
568,47-1011.03,Mathematics
568,47-1011.03,Autodesk Revit
569,47-1011.03,Reading Comprehension
569,47-1011.03,Microsoft Windows
569,47-1011.03,Microsoft Outlook
569,47-1011.03,Microsoft Excel
569,47-1011.03,Monitoring
569,47-1011.03,Critical Thinking
569,47-1011.03,Microsoft Office software
569,47-1011.03,Autodesk Revit
569,47-1011.03,Autodesk AutoCAD
569,47-1011.03,Mathematics
569,47-1011.03,Microsoft Project
571,51-9083.00,Reading Comprehension
571,51-9083.00,Microsoft Word
571,51-9083.00,Monitoring
571,51-9083.00,Critical Thinking
573,53-3031.00,Speaking
573,53-3031.00,Microsoft Office software
573,53-3031.00,Microsoft Excel
573,53-3031.00,Critical Thinking
574,51-9195.05,Active Listening
574,51-9195.05,Monitoring
574,51-9195.05,Microsoft Excel
574,51-9195.05,Critical Thinking
575,27-2041.00,Reading Comprehension
575,27-2041.00,Critical Thinking
575,27-2041.00,Microsoft Outlook
575,27-2041.00,Microsoft PowerPoint
575,27-2041.00,Microsoft Office software
575,27-2041.00,Microsoft Excel
575,27-2041.00,Writing
575,27-2041.00,Active Learning
575,27-2041.00,Monitoring
575,27-2041.00,Active Listening
577,51-9083.00,Monitoring
577,51-9083.00,Reading Comprehension
577,51-9083.00,Microsoft Office software
577,51-9083.00,Microsoft Excel
577,51-9083.00,Microsoft PowerPoint
578,51-9083.00,Microsoft Excel
578,51-9083.00,Monitoring
578,51-9083.00,Microsoft Office software
578,51-9083.00,Microsoft PowerPoint
578,51-9083.00,Critical Thinking
579,15-1221.00,Apache Hadoop
579,15-1221.00,Git
579,15-1221.00,C++
579,15-1221.00,Science
579,15-1221.00,Apache Kafka
579,15-1221.00,Mathematics
579,15-1221.00,Amazon Web Services AWS software
579,15-1221.00,Learning Strategies
579,15-1221.00,Active Learning
579,15-1221.00,C
579,15-1221.00,Monitoring
580,53-3031.00,Active Listening
580,53-3031.00,Critical Thinking
580,53-3031.00,Writing
580,53-3031.00,Microsoft Office software
581,51-9195.05,Monitoring
581,51-9195.05,Microsoft Excel
581,51-9195.05,Active Listening
581,51-9195.05,Critical Thinking
582,47-1011.03,Mathematics
582,47-1011.03,Learning Strategies
582,47-1011.03,Microsoft Excel
582,47-1011.03,Active Listening
582,47-1011.03,Microsoft Office software
582,47-1011.03,Microsoft Project
582,47-1011.03,Active Learning
582,47-1011.03,Speaking
582,47-1011.03,Monitoring
582,47-1011.03,Microsoft Windows
584,51-9083.00,Microsoft Outlook
584,51-9083.00,Critical Thinking
584,51-9083.00,Monitoring
584,51-9083.00,Microsoft Excel
584,51-9083.00,Reading Comprehension
585,41-4012.00,Active Listening
585,41-4012.00,Monitoring
585,41-4012.00,Apple macOS
585,41-4012.00,Adobe Acrobat
585,41-4012.00,Microsoft PowerPoint
585,41-4012.00,Reading Comprehension
585,41-4012.00,Microsoft Outlook
585,41-4012.00,Microsoft Excel
585,41-4012.00,Writing
585,41-4012.00,Salesforce software
586,43-4051.00,Reading Comprehension
586,43-4051.00,Writing
586,43-4051.00,Intuit QuickBooks
586,43-4051.00,Google Docs
586,43-4051.00,Monitoring
586,43-4051.00,Adobe Illustrator
586,43-4051.00,Adobe Creative Cloud software
586,43-4051.00,Microsoft Office software
586,43-4051.00,Facebook
587,43-4051.00,Speaking
587,43-4051.00,Adobe Acrobat
587,43-4051.00,Active Listening
587,43-4051.00,Microsoft Excel
